source,target,distance,link_type
N0418,N0437,0.0034,medium_chord
N0419,N0438,0.0071,medium_chord
N0420,N0439,0.0108,medium_chord
N0421,N0440,0.0005,medium_chord
N0422,N0441,0.0042,medium_chord
N0423,N0442,0.0079,medium_chord
N0424,N0443,0.0116,medium_chord
N0425,N0444,0.0013,medium_chord
N0426,N0445,0.0050,medium_chord
N0427,N0446,0.0087,medium_chord
N0428,N0447,0.0124,medium_chord
N0429,N0448,0.0021,medium_chord
N0430,N0449,0.0058,medium_chord
N0431,N0450,0.0095,medium_chord
N0432,N0451,0.0132,medium_chord
N0433,N0452,0.0029,medium_chord
N0434,N0453,0.0066,medium_chord
N0435,N0454,0.0103,medium_chord
N0436,N0455,0.0140,medium_chord
N0437,N0456,0.0037,medium_chord
N0438,N0457,0.0074,medium_chord
N0439,N0458,0.0111,medium_chord
N0440,N0459,0.0008,medium_chord
N0441,N0460,0.0045,medium_chord
N0442,N0461,0.0082,medium_chord
N0443,N0462,0.0119,medium_chord
N0444,N0463,0.0016,medium_chord
N0445,N0464,0.0053,medium_chord
N0446,N0465,0.0090,medium_chord
N0447,N0466,0.0127,medium_chord
N0448,N0467,0.0024,medium_chord
N0449,N0468,0.0061,medium_chord
N0450,N0469,0.0098,medium_chord
N0451,N0470,0.0135,medium_chord
N0452,N0471,0.0032,medium_chord
N0453,N0472,0.0069,medium_chord
N0454,N0473,0.0106,medium_chord
N0455,N0474,0.0003,medium_chord
N0456,N0475,0.0040,medium_chord
N0457,N0476,0.0077,medium_chord
N0458,N0477,0.0114,medium_chord
N0459,N0478,0.0011,medium_chord
N0460,N0479,0.0048,medium_chord
N0461,N0480,0.0085,medium_chord
N0462,N0481,0.0122,medium_chord
N0463,N0482,0.0019,medium_chord
N0464,N0483,0.0056,medium_chord
N0465,N0484,0.0093,medium_chord
N0466,N0485,0.0130,medium_chord
N0467,N0486,0.0027,medium_chord
N0468,N0487,0.0064,medium_chord
N0469,N0488,0.0101,medium_chord
N0470,N0489,0.0138,medium_chord
N0471,N0490,0.0035,medium_chord
N0472,N0491,0.0072,medium_chord
N0473,N0492,0.0109,medium_chord
N0474,N0493,0.0006,medium_chord
N0475,N0494,0.0043,medium_chord
N0476,N0495,0.0080,medium_chord
N0477,N0496,0.0117,medium_chord
N0478,N0497,0.0014,medium_chord
N0479,N0498,0.0051,medium_chord
N0480,N0499,0.0088,medium_chord
N0481,N0500,0.0125,medium_chord
N0482,N0501,0.0022,medium_chord
N0483,N0502,0.0059,medium_chord
N0484,N0503,0.0096,medium_chord
N0485,N0504,0.0133,medium_chord
N0486,N0505,0.0030,medium_chord
N0487,N0506,0.0067,medium_chord
N0488,N0507,0.0104,medium_chord
N0489,N0508,0.0001,medium_chord
N0490,N0509,0.0038,medium_chord
N0491,N0510,0.0075,medium_chord
N0492,N0511,0.0112,medium_chord
N0493,N0512,0.0009,medium_chord
N0494,N0513,0.0046,medium_chord
N0495,N0514,0.0083,medium_chord
N0496,N0515,0.0120,medium_chord
N0497,N0516,0.0017,medium_chord
N0498,N0517,0.0054,medium_chord
N0499,N0518,0.0091,medium_chord
N0500,N0519,0.0128,medium_chord
N0501,N0520,0.0025,medium_chord
N0502,N0521,0.0062,medium_chord
N0503,N0522,0.0099,medium_chord
N0504,N0523,0.0136,medium_chord
N0505,N0524,0.0033,medium_chord
N0506,N0525,0.0070,medium_chord
N0507,N0526,0.0107,medium_chord
N0508,N0527,0.0004,medium_chord
N0509,N0528,0.0041,medium_chord
N0510,N0529,0.0078,medium_chord
N0511,N0530,0.0115,medium_chord
N0512,N0531,0.0012,medium_chord
N0513,N0532,0.0049,medium_chord
N0514,N0533,0.0086,medium_chord
N0515,N0534,0.0123,medium_chord
N0516,N0535,0.0020,medium_chord
N0517,N0536,0.0057,medium_chord
N0518,N0537,0.0094,medium_chord
N0519,N0538,0.0131,medium_chord
N0520,N0539,0.0028,medium_chord
N0521,N0540,0.0065,medium_chord
N0522,N0541,0.0102,medium_chord
N0523,N0542,0.0139,medium_chord
N0524,N0543,0.0036,medium_chord
N0525,N0544,0.0073,medium_chord
N0526,N0545,0.0110,medium_chord
N0527,N0546,0.0007,medium_chord
N0528,N0547,0.0044,medium_chord
N0529,N0548,0.0081,medium_chord
N0530,N0549,0.0118,medium_chord
N0531,N0550,0.0015,medium_chord
N0532,N0551,0.0052,medium_chord
N0533,N0552,0.0089,medium_chord
N0534,N0553,0.0126,medium_chord
N0535,N0554,0.0023,medium_chord
N0536,N0555,0.0060,medium_chord
N0537,N0556,0.0097,medium_chord
N0538,N0557,0.0134,medium_chord
N0539,N0558,0.0031,medium_chord
N0540,N0559,0.0068,medium_chord
N0541,N0560,0.0105,medium_chord
N0542,N0561,0.0002,medium_chord
N0543,N0562,0.0039,medium_chord
N0544,N0563,0.0076,medium_chord
N0545,N0564,0.0113,medium_chord
N0546,N0565,0.0010,medium_chord
N0547,N0566,0.0047,medium_chord
N0548,N0567,0.0084,medium_chord
N0549,N0568,0.0121,medium_chord
N0550,N0569,0.0018,medium_chord
N0551,N0570,0.0055,medium_chord
N0552,N0571,0.0092,medium_chord
N0553,N0572,0.0129,medium_chord
N0554,N0573,0.0026,medium_chord
N0555,N0574,0.0063,medium_chord
N0556,N0575,0.0100,medium_chord
N0557,N0576,0.0137,medium_chord
N0558,N0577,0.0034,medium_chord
N0559,N0578,0.0071,medium_chord
N0560,N0579,0.0108,medium_chord
N0561,N0580,0.0005,medium_chord
N0562,N0581,0.0042,medium_chord
N0563,N0582,0.0079,medium_chord
N0564,N0583,0.0116,medium_chord
N0565,N0584,0.0013,medium_chord
N0566,N0585,0.0050,medium_chord
N0567,N0586,0.0087,medium_chord
N0568,N0587,0.0124,medium_chord
N0569,N0588,0.0021,medium_chord
N0570,N0589,0.0058,medium_chord
N0571,N0590,0.0095,medium_chord
N0572,N0591,0.0132,medium_chord
N0573,N0592,0.0029,medium_chord
N0574,N0593,0.0066,medium_chord
N0575,N0594,0.0103,medium_chord
N0576,N0595,0.0140,medium_chord
N0577,N0596,0.0037,medium_chord
N0578,N0597,0.0074,medium_chord
N0579,N0598,0.0111,medium_chord
N0580,N0599,0.0008,medium_chord
N0581,N0600,0.0045,medium_chord
N0582,N0601,0.0082,medium_chord
N0583,N0602,0.0119,medium_chord
N0584,N0603,0.0016,medium_chord
N0585,N0604,0.0053,medium_chord
N0586,N0605,0.0090,medium_chord
N0587,N0606,0.0127,medium_chord
N0588,N0607,0.0024,medium_chord
N0589,N0608,0.0061,medium_chord
N0590,N0609,0.0098,medium_chord
N0591,N0610,0.0135,medium_chord
N0592,N0611,0.0032,medium_chord
N0593,N0612,0.0069,medium_chord
N0594,N0613,0.0106,medium_chord
N0595,N0614,0.0003,medium_chord
N0596,N0615,0.0040,medium_chord
N0597,N0616,0.0077,medium_chord
N0598,N0617,0.0114,medium_chord
N0599,N0618,0.0011,medium_chord
N0600,N0619,0.0048,medium_chord
N0601,N0620,0.0085,medium_chord
N0602,N0621,0.0122,medium_chord
N0603,N0622,0.0019,medium_chord
N0604,N0623,0.0056,medium_chord
N0605,N0624,0.0093,medium_chord
N0606,N0625,0.0130,medium_chord
N0607,N0626,0.0027,medium_chord
N0608,N0627,0.0064,medium_chord
N0609,N0628,0.0101,medium_chord
N0610,N0629,0.0138,medium_chord
N0611,N0630,0.0035,medium_chord
N0612,N0631,0.0072,medium_chord
N0613,N0632,0.0109,medium_chord
N0614,N0633,0.0006,medium_chord
N0615,N0634,0.0043,medium_chord
N0616,N0635,0.0080,medium_chord
N0617,N0636,0.0117,medium_chord
N0618,N0637,0.0014,medium_chord
N0619,N0638,0.0051,medium_chord
N0620,N0639,0.0088,medium_chord
N0621,N0640,0.0125,medium_chord
N0622,N0641,0.0022,medium_chord
N0623,N0642,0.0059,medium_chord
N0624,N0643,0.0096,medium_chord
N0625,N0644,0.0133,medium_chord
N0626,N0645,0.0030,medium_chord
N0627,N0646,0.0067,medium_chord
N0628,N0647,0.0104,medium_chord
N0629,N0648,0.0001,medium_chord
N0630,N0649,0.0038,medium_chord
N0631,N0650,0.0075,medium_chord
N0632,N0651,0.0112,medium_chord
N0633,N0652,0.0009,medium_chord
N0634,N0653,0.0046,medium_chord
N0635,N0654,0.0083,medium_chord
N0636,N0655,0.0120,medium_chord
N0637,N0656,0.0017,medium_chord
N0638,N0657,0.0054,medium_chord
N0639,N0658,0.0091,medium_chord
N0640,N0659,0.0128,medium_chord
N0641,N0660,0.0025,medium_chord
N0642,N0661,0.0062,medium_chord
N0643,N0662,0.0099,medium_chord
N0644,N0663,0.0136,medium_chord
N0645,N0664,0.0033,medium_chord
N0646,N0665,0.0070,medium_chord
N0647,N0666,0.0107,medium_chord
N0648,N0667,0.0004,medium_chord
N0649,N0668,0.0041,medium_chord
N0650,N0669,0.0078,medium_chord
N0651,N0670,0.0115,medium_chord
N0652,N0671,0.0012,medium_chord
N0653,N0672,0.0049,medium_chord
N0654,N0673,0.0086,medium_chord
N0655,N0674,0.0123,medium_chord
N0656,N0675,0.0020,medium_chord
N0657,N0676,0.0057,medium_chord
N0658,N0677,0.0094,medium_chord
N0659,N0678,0.0131,medium_chord
N0660,N0679,0.0028,medium_chord
N0661,N0680,0.0065,medium_chord
N0662,N0681,0.0102,medium_chord
N0663,N0682,0.0139,medium_chord
N0664,N0683,0.0036,medium_chord
N0665,N0684,0.0073,medium_chord
N0666,N0685,0.0110,medium_chord
N0667,N0686,0.0007,medium_chord
N0668,N0687,0.0044,medium_chord
N0669,N0688,0.0081,medium_chord
N0670,N0689,0.0118,medium_chord
N0671,N0690,0.0015,medium_chord
N0672,N0691,0.0052,medium_chord
N0673,N0692,0.0089,medium_chord
N0674,N0693,0.0126,medium_chord
N0675,N0694,0.0023,medium_chord
N0676,N0695,0.0060,medium_chord
N0677,N0696,0.0097,medium_chord
N0678,N0697,0.0134,medium_chord
N0679,N0698,0.0031,medium_chord
N0680,N0699,0.0068,medium_chord
N0681,N0700,0.0105,medium_chord
N0682,N0701,0.0002,medium_chord
N0683,N0702,0.0039,medium_chord
N0684,N0703,0.0076,medium_chord
N0685,N0704,0.0113,medium_chord
N0686,N0705,0.0010,medium_chord
N0687,N0706,0.0047,medium_chord
N0688,N0707,0.0084,medium_chord
N0689,N0708,0.0121,medium_chord
N0690,N0709,0.0018,medium_chord
N0691,N0710,0.0055,medium_chord
N0692,N0711,0.0092,medium_chord
N0693,N0712,0.0129,medium_chord
N0694,N0713,0.0026,medium_chord
N0695,N0714,0.0063,medium_chord
N0696,N0715,0.0100,medium_chord
N0697,N0716,0.0137,medium_chord
N0698,N0717,0.0034,medium_chord
N0699,N0718,0.0071,medium_chord
N0700,N0719,0.0108,medium_chord
N0701,N0720,0.0005,medium_chord
N0702,N0721,0.0042,medium_chord
N0703,N0722,0.0079,medium_chord
N0704,N0723,0.0116,medium_chord
N0705,N0724,0.0013,medium_chord
N0706,N0725,0.0050,medium_chord
N0707,N0726,0.0087,medium_chord
N0708,N0727,0.0124,medium_chord
N0709,N0728,0.0021,medium_chord
N0710,N0729,0.0058,medium_chord
N0711,N0730,0.0095,medium_chord
N0712,N0731,0.0132,medium_chord
N0713,N0732,0.0029,medium_chord
N0714,N0733,0.0066,medium_chord
N0715,N0734,0.0103,medium_chord
N0716,N0735,0.0140,medium_chord
N0717,N0736,0.0037,medium_chord
N0718,N0737,0.0074,medium_chord
N0719,N0738,0.0111,medium_chord
N0720,N0739,0.0008,medium_chord
N0721,N0740,0.0045,medium_chord
N0722,N0741,0.0082,medium_chord
N0723,N0742,0.0119,medium_chord
N0724,N0743,0.0016,medium_chord
N0725,N0744,0.0053,medium_chord
N0726,N0745,0.0090,medium_chord
N0727,N0746,0.0127,medium_chord
N0728,N0747,0.0024,medium_chord
N0729,N0748,0.0061,medium_chord
N0730,N0749,0.0098,medium_chord
N0731,N0750,0.0135,medium_chord
N0732,N0751,0.0032,medium_chord
N0733,N0752,0.0069,medium_chord
N0734,N0753,0.0106,medium_chord
N0735,N0754,0.0003,medium_chord
N0736,N0755,0.0040,medium_chord
N0737,N0756,0.0077,medium_chord
N0738,N0757,0.0114,medium_chord
N0739,N0758,0.0011,medium_chord
N0740,N0759,0.0048,medium_chord
N0741,N0760,0.0085,medium_chord
N0742,N0761,0.0122,medium_chord
N0743,N0762,0.0019,medium_chord
N0744,N0763,0.0056,medium_chord
N0745,N0764,0.0093,medium_chord
N0746,N0765,0.0130,medium_chord
N0747,N0766,0.0027,medium_chord
N0748,N0767,0.0064,medium_chord
N0749,N0768,0.0101,medium_chord
N0750,N0769,0.0138,medium_chord
N0751,N0770,0.0035,medium_chord
N0752,N0771,0.0072,medium_chord
N0753,N0772,0.0109,medium_chord
N0754,N0773,0.0006,medium_chord
N0755,N0774,0.0043,medium_chord
N0756,N0775,0.0080,medium_chord
N0757,N0776,0.0117,medium_chord
N0758,N0777,0.0014,medium_chord
N0759,N0778,0.0051,medium_chord
N0760,N0779,0.0088,medium_chord
N0761,N0780,0.0125,medium_chord
N0762,N0781,0.0022,medium_chord
N0763,N0782,0.0059,medium_chord
N0764,N0783,0.0096,medium_chord
N0765,N0784,0.0133,medium_chord
N0766,N0785,0.0030,medium_chord
N0767,N0786,0.0067,medium_chord
N0768,N0787,0.0104,medium_chord
N0769,N0788,0.0001,medium_chord
N0770,N0789,0.0038,medium_chord
N0771,N0790,0.0075,medium_chord
N0772,N0791,0.0112,medium_chord
N0773,N0792,0.0009,medium_chord
N0774,N0793,0.0046,medium_chord
N0775,N0794,0.0083,medium_chord
N0776,N0795,0.0120,medium_chord
N0777,N0796,0.0017,medium_chord
N0778,N0797,0.0054,medium_chord
N0779,N0798,0.0091,medium_chord
N0780,N0799,0.0128,medium_chord
N0781,N0800,0.0025,medium_chord
N0782,N0801,0.0062,medium_chord
N0783,N0802,0.0099,medium_chord
N0784,N0803,0.0136,medium_chord
N0785,N0804,0.0033,medium_chord
N0786,N0805,0.0070,medium_chord
N0787,N0806,0.0107,medium_chord
N0788,N0807,0.0004,medium_chord
N0789,N0808,0.0041,medium_chord
N0790,N0809,0.0078,medium_chord
N0791,N0810,0.0115,medium_chord
N0792,N0811,0.0012,medium_chord
N0793,N0812,0.0049,medium_chord
N0794,N0813,0.0086,medium_chord
N0795,N0814,0.0123,medium_chord
N0796,N0815,0.0020,medium_chord
N0797,N0816,0.0057,medium_chord
N0798,N0817,0.0094,medium_chord
N0799,N0818,0.0131,medium_chord
N0800,N0819,0.0028,medium_chord
N0801,N0820,0.0065,medium_chord
N0802,N0821,0.0102,medium_chord
N0803,N0822,0.0139,medium_chord
N0804,N0823,0.0036,medium_chord
N0805,N0824,0.0073,medium_chord
N0806,N0825,0.0110,medium_chord
N0807,N0826,0.0007,medium_chord
N0808,N0827,0.0044,medium_chord
N0809,N0828,0.0081,medium_chord
N0810,N0829,0.0118,medium_chord
N0811,N0830,0.0015,medium_chord
N0812,N0831,0.0052,medium_chord
N0813,N0832,0.0089,medium_chord
N0814,N0833,0.0126,medium_chord
N0815,N0834,0.0023,medium_chord
N0816,N0835,0.0060,medium_chord
N0817,N0836,0.0097,medium_chord
N0818,N0837,0.0134,medium_chord
N0819,N0838,0.0031,medium_chord
N0820,N0839,0.0068,medium_chord
N0821,N0840,0.0105,medium_chord
N0822,N0841,0.0002,medium_chord
N0823,N0842,0.0039,medium_chord
N0824,N0843,0.0076,medium_chord
N0825,N0844,0.0113,medium_chord
N0826,N0845,0.0010,medium_chord
N0827,N0846,0.0047,medium_chord
N0828,N0847,0.0084,medium_chord
N0829,N0848,0.0121,medium_chord
N0830,N0849,0.0018,medium_chord
N0831,N0850,0.0055,medium_chord
N0832,N0851,0.0092,medium_chord
N0833,N0852,0.0129,medium_chord
N0834,N0853,0.0026,medium_chord
N0835,N0854,0.0063,medium_chord
N0836,N0855,0.0100,medium_chord
N0837,N0856,0.0137,medium_chord
N0838,N0857,0.0034,medium_chord
N0839,N0858,0.0071,medium_chord
N0840,N0859,0.0108,medium_chord
N0841,N0860,0.0005,medium_chord
N0842,N0861,0.0042,medium_chord
N0843,N0862,0.0079,medium_chord
N0844,N0863,0.0116,medium_chord
N0845,N0864,0.0013,medium_chord
N0846,N0865,0.0050,medium_chord
N0847,N0866,0.0087,medium_chord
N0848,N0867,0.0124,medium_chord
N0849,N0868,0.0021,medium_chord
N0850,N0869,0.0058,medium_chord
N0851,N0870,0.0095,medium_chord
N0852,N0871,0.0132,medium_chord
N0853,N0872,0.0029,medium_chord
N0854,N0873,0.0066,medium_chord
N0855,N0874,0.0103,medium_chord
N0856,N0875,0.0140,medium_chord
N0857,N0876,0.0037,medium_chord
N0858,N0877,0.0074,medium_chord
N0859,N0878,0.0111,medium_chord
N0860,N0879,0.0008,medium_chord
N0861,N0880,0.0045,medium_chord
N0862,N0881,0.0082,medium_chord
N0863,N0882,0.0119,medium_chord
N0864,N0883,0.0016,medium_chord
N0865,N0884,0.0053,medium_chord
N0866,N0885,0.0090,medium_chord
N0867,N0886,0.0127,medium_chord
N0868,N0887,0.0024,medium_chord
N0869,N0888,0.0061,medium_chord
N0870,N0889,0.0098,medium_chord
N0871,N0890,0.0135,medium_chord
N0872,N0891,0.0032,medium_chord
N0873,N0892,0.0069,medium_chord
N0874,N0893,0.0106,medium_chord
N0875,N0894,0.0003,medium_chord
N0876,N0895,0.0040,medium_chord
N0877,N0896,0.0077,medium_chord
N0878,N0897,0.0114,medium_chord
N0879,N0898,0.0011,medium_chord
N0880,N0899,0.0048,medium_chord
N0881,N0900,0.0085,medium_chord
N0882,N0901,0.0122,medium_chord
N0883,N0902,0.0019,medium_chord
N0884,N0903,0.0056,medium_chord
N0885,N0904,0.0093,medium_chord
N0886,N0905,0.0130,medium_chord
N0887,N0906,0.0027,medium_chord
N0888,N0907,0.0064,medium_chord
N0889,N0908,0.0101,medium_chord
N0890,N0909,0.0138,medium_chord
N0891,N0910,0.0035,medium_chord
N0892,N0911,0.0072,medium_chord
N0893,N0912,0.0109,medium_chord
N0894,N0913,0.0006,medium_chord
N0895,N0914,0.0043,medium_chord
N0896,N0915,0.0080,medium_chord
N0897,N0916,0.0117,medium_chord
N0898,N0917,0.0014,medium_chord
N0899,N0918,0.0051,medium_chord
N0900,N0919,0.0088,medium_chord
N0901,N0920,0.0125,medium_chord
N0902,N0921,0.0022,medium_chord
N0903,N0922,0.0059,medium_chord
N0904,N0923,0.0096,medium_chord
N0905,N0924,0.0133,medium_chord
N0906,N0925,0.0030,medium_chord
N0907,N0926,0.0067,medium_chord
N0908,N0927,0.0104,medium_chord
N0909,N0928,0.0001,medium_chord
N0910,N0929,0.0038,medium_chord
N0911,N0930,0.0075,medium_chord
N0912,N0931,0.0112,medium_chord
N0913,N0932,0.0009,medium_chord
N0914,N0933,0.0046,medium_chord
N0915,N0934,0.0083,medium_chord
N0916,N0935,0.0120,medium_chord
N0917,N0936,0.0017,medium_chord
N0918,N0937,0.0054,medium_chord
N0919,N0938,0.0091,medium_chord
N0920,N0939,0.0128,medium_chord
N0921,N0940,0.0025,medium_chord
N0922,N0941,0.0062,medium_chord
N0923,N0942,0.0099,medium_chord
N0924,N0943,0.0136,medium_chord
N0925,N0944,0.0033,medium_chord
N0926,N0945,0.0070,medium_chord
N0927,N0946,0.0107,medium_chord
N0928,N0947,0.0004,medium_chord
N0929,N0948,0.0041,medium_chord
N0930,N0949,0.0078,medium_chord
N0931,N0950,0.0115,medium_chord
N0932,N0951,0.0012,medium_chord
N0933,N0952,0.0049,medium_chord
N0934,N0953,0.0086,medium_chord
N0935,N0954,0.0123,medium_chord
N0936,N0955,0.0020,medium_chord
N0937,N0956,0.0057,medium_chord
N0938,N0957,0.0094,medium_chord
N0939,N0958,0.0131,medium_chord
N0940,N0959,0.0028,medium_chord
N0941,N0960,0.0065,medium_chord
N0942,N0961,0.0102,medium_chord
N0943,N0962,0.0139,medium_chord
N0944,N0963,0.0036,medium_chord
N0945,N0964,0.0073,medium_chord
N0946,N0965,0.0110,medium_chord
N0947,N0966,0.0007,medium_chord
N0948,N0967,0.0044,medium_chord
N0949,N0968,0.0081,medium_chord
N0950,N0969,0.0118,medium_chord
N0951,N0970,0.0015,medium_chord
N0952,N0971,0.0052,medium_chord
N0953,N0972,0.0089,medium_chord
N0954,N0973,0.0126,medium_chord
N0955,N0974,0.0023,medium_chord
N0956,N0975,0.0060,medium_chord
N0957,N0976,0.0097,medium_chord
N0958,N0977,0.0134,medium_chord
N0959,N0978,0.0031,medium_chord
N0960,N0979,0.0068,medium_chord
N0961,N0980,0.0105,medium_chord
N0962,N0981,0.0002,medium_chord
N0963,N0982,0.0039,medium_chord
N0964,N0983,0.0076,medium_chord
N0965,N0984,0.0113,medium_chord
N0966,N0985,0.0010,medium_chord
N0967,N0986,0.0047,medium_chord
N0968,N0987,0.0084,medium_chord
N0969,N0988,0.0121,medium_chord
N0970,N0989,0.0018,medium_chord
N0971,N0990,0.0055,medium_chord
N0972,N0991,0.0092,medium_chord
N0973,N0992,0.0129,medium_chord
N0974,N0993,0.0026,medium_chord
N0975,N0994,0.0063,medium_chord
N0976,N0995,0.0100,medium_chord
N0977,N0996,0.0137,medium_chord
N0978,N0997,0.0034,medium_chord
N0979,N0998,0.0071,medium_chord
N0980,N0999,0.0108,medium_chord
N0981,N1000,0.0005,medium_chord
N0982,N0001,0.0042,medium_chord
N0983,N0002,0.0079,medium_chord
N0984,N0003,0.0116,medium_chord
N0985,N0004,0.0013,medium_chord
N0986,N0005,0.0050,medium_chord
N0987,N0006,0.0087,medium_chord
N0988,N0007,0.0124,medium_chord
N0989,N0008,0.0021,medium_chord
N0990,N0009,0.0058,medium_chord
N0991,N0010,0.0095,medium_chord
N0992,N0011,0.0132,medium_chord
N0993,N0012,0.0029,medium_chord
N0994,N0013,0.0066,medium_chord
N0995,N0014,0.0103,medium_chord
N0996,N0015,0.0140,medium_chord
N0997,N0016,0.0037,medium_chord
N0998,N0017,0.0074,medium_chord
N0999,N0018,0.0111,medium_chord
N1000,N0019,0.0008,medium_chord
N0001,N0048,0.0089,long_chord
N0002,N0049,0.0126,long_chord
N0003,N0050,0.0023,long_chord
N0004,N0051,0.0060,long_chord
N0005,N0052,0.0097,long_chord
N0006,N0053,0.0134,long_chord
N0007,N0054,0.0031,long_chord
N0008,N0055,0.0068,long_chord
N0009,N0056,0.0105,long_chord
N0010,N0057,0.0002,long_chord
N0011,N0058,0.0039,long_chord
N0012,N0059,0.0076,long_chord
N0013,N0060,0.0113,long_chord
N0014,N0061,0.0010,long_chord
N0015,N0062,0.0047,long_chord
N0016,N0063,0.0084,long_chord
N0017,N0064,0.0121,long_chord
N0018,N0065,0.0018,long_chord
N0019,N0066,0.0055,long_chord
N0020,N0067,0.0092,long_chord
N0021,N0068,0.0129,long_chord
N0022,N0069,0.0026,long_chord
N0023,N0070,0.0063,long_chord
N0024,N0071,0.0100,long_chord
N0025,N0072,0.0137,long_chord
N0026,N0073,0.0034,long_chord
N0027,N0074,0.0071,long_chord
N0028,N0075,0.0108,long_chord
N0029,N0076,0.0005,long_chord
N0030,N0077,0.0042,long_chord
N0031,N0078,0.0079,long_chord
N0032,N0079,0.0116,long_chord
N0033,N0080,0.0013,long_chord
N0034,N0081,0.0050,long_chord
N0035,N0082,0.0087,long_chord
N0036,N0083,0.0124,long_chord
N0037,N0084,0.0021,long_chord
N0038,N0085,0.0058,long_chord
N0039,N0086,0.0095,long_chord
N0040,N0087,0.0132,long_chord
N0041,N0088,0.0029,long_chord
N0042,N0089,0.0066,long_chord
N0043,N0090,0.0103,long_chord
N0044,N0091,0.0140,long_chord
N0045,N0092,0.0037,long_chord
N0046,N0093,0.0074,long_chord
N0047,N0094,0.0111,long_chord
N0048,N0095,0.0008,long_chord
N0049,N0096,0.0045,long_chord
N0050,N0097,0.0082,long_chord
N0051,N0098,0.0119,long_chord
N0052,N0099,0.0016,long_chord
N0053,N0100,0.0053,long_chord
N0054,N0101,0.0090,long_chord
N0055,N0102,0.0127,long_chord
N0056,N0103,0.0024,long_chord
N0057,N0104,0.0061,long_chord
N0058,N0105,0.0098,long_chord
N0059,N0106,0.0135,long_chord
N0060,N0107,0.0032,long_chord
N0061,N0108,0.0069,long_chord
N0062,N0109,0.0106,long_chord
N0063,N0110,0.0003,long_chord
N0064,N0111,0.0040,long_chord
N0065,N0112,0.0077,long_chord
N0066,N0113,0.0114,long_chord
N0067,N0114,0.0011,long_chord
N0068,N0115,0.0048,long_chord
N0069,N0116,0.0085,long_chord
N0070,N0117,0.0122,long_chord
N0071,N0118,0.0019,long_chord
N0072,N0119,0.0056,long_chord
N0073,N0120,0.0093,long_chord
N0074,N0121,0.0130,long_chord
N0075,N0122,0.0027,long_chord
N0076,N0123,0.0064,long_chord
N0077,N0124,0.0101,long_chord
N0078,N0125,0.0138,long_chord
N0079,N0126,0.0035,long_chord
N0080,N0127,0.0072,long_chord
N0081,N0128,0.0109,long_chord
N0082,N0129,0.0006,long_chord
N0083,N0130,0.0043,long_chord
N0084,N0131,0.0080,long_chord
N0085,N0132,0.0117,long_chord
N0086,N0133,0.0014,long_chord
N0087,N0134,0.0051,long_chord
N0088,N0135,0.0088,long_chord
N0089,N0136,0.0125,long_chord
N0090,N0137,0.0022,long_chord
N0091,N0138,0.0059,long_chord
N0092,N0139,0.0096,long_chord
N0093,N0140,0.0133,long_chord
N0094,N0141,0.0030,long_chord
N0095,N0142,0.0067,long_chord
N0096,N0143,0.0104,long_chord
N0097,N0144,0.0001,long_chord
N0098,N0145,0.0038,long_chord
N0099,N0146,0.0075,long_chord
N0100,N0147,0.0112,long_chord
N0101,N0148,0.0009,long_chord
N0102,N0149,0.0046,long_chord
N0103,N0150,0.0083,long_chord
N0104,N0151,0.0120,long_chord
N0105,N0152,0.0017,long_chord
N0106,N0153,0.0054,long_chord
N0107,N0154,0.0091,long_chord
N0108,N0155,0.0128,long_chord
N0109,N0156,0.0025,long_chord
N0110,N0157,0.0062,long_chord
N0111,N0158,0.0099,long_chord
N0112,N0159,0.0136,long_chord
N0113,N0160,0.0033,long_chord
N0114,N0161,0.0070,long_chord
N0115,N0162,0.0107,long_chord
N0116,N0163,0.0004,long_chord
N0117,N0164,0.0041,long_chord
N0118,N0165,0.0078,long_chord
N0119,N0166,0.0115,long_chord
N0120,N0167,0.0012,long_chord
N0121,N0168,0.0049,long_chord
N0122,N0169,0.0086,long_chord
N0123,N0170,0.0123,long_chord
N0124,N0171,0.0020,long_chord
N0125,N0172,0.0057,long_chord
N0126,N0173,0.0094,long_chord
N0127,N0174,0.0131,long_chord
N0128,N0175,0.0028,long_chord
N0129,N0176,0.0065,long_chord
N0130,N0177,0.0102,long_chord
N0131,N0178,0.0139,long_chord
N0132,N0179,0.0036,long_chord
N0133,N0180,0.0073,long_chord
N0134,N0181,0.0110,long_chord
N0135,N0182,0.0007,long_chord
N0136,N0183,0.0044,long_chord
N0137,N0184,0.0081,long_chord
N0138,N0185,0.0118,long_chord
N0139,N0186,0.0015,long_chord
N0140,N0187,0.0052,long_chord
N0141,N0188,0.0089,long_chord
N0142,N0189,0.0126,long_chord
N0143,N0190,0.0023,long_chord
N0144,N0191,0.0060,long_chord
N0145,N0192,0.0097,long_chord
N0146,N0193,0.0134,long_chord
N0147,N0194,0.0031,long_chord
N0148,N0195,0.0068,long_chord
N0149,N0196,0.0105,long_chord
N0150,N0197,0.0002,long_chord
N0151,N0198,0.0039,long_chord
N0152,N0199,0.0076,long_chord
N0153,N0200,0.0113,long_chord
N0154,N0201,0.0010,long_chord
N0155,N0202,0.0047,long_chord
N0156,N0203,0.0084,long_chord
N0157,N0204,0.0121,long_chord
N0158,N0205,0.0018,long_chord
N0159,N0206,0.0055,long_chord
N0160,N0207,0.0092,long_chord
N0161,N0208,0.0129,long_chord
