source,target,cluster_id,expected_cluster_size,topology
size_047_star_02_node_001,size_047_star_02_node_006,size_047_star_02,47,star
size_047_star_02_node_001,size_047_star_02_node_007,size_047_star_02,47,star
size_047_star_02_node_001,size_047_star_02_node_008,size_047_star_02,47,star
size_047_star_02_node_001,size_047_star_02_node_009,size_047_star_02,47,star
size_047_star_02_node_001,size_047_star_02_node_010,size_047_star_02,47,star
size_047_star_02_node_001,size_047_star_02_node_011,size_047_star_02,47,star
size_047_star_02_node_001,size_047_star_02_node_012,size_047_star_02,47,star
size_047_star_02_node_001,size_047_star_02_node_013,size_047_star_02,47,star
size_047_star_02_node_001,size_047_star_02_node_014,size_047_star_02,47,star
size_047_star_02_node_001,size_047_star_02_node_015,size_047_star_02,47,star
size_047_star_02_node_001,size_047_star_02_node_016,size_047_star_02,47,star
size_047_star_02_node_001,size_047_star_02_node_017,size_047_star_02,47,star
size_047_star_02_node_001,size_047_star_02_node_018,size_047_star_02,47,star
size_047_star_02_node_001,size_047_star_02_node_019,size_047_star_02,47,star
size_047_star_02_node_001,size_047_star_02_node_020,size_047_star_02,47,star
size_047_star_02_node_001,size_047_star_02_node_021,size_047_star_02,47,star
size_047_star_02_node_001,size_047_star_02_node_022,size_047_star_02,47,star
size_047_star_02_node_001,size_047_star_02_node_023,size_047_star_02,47,star
size_047_star_02_node_001,size_047_star_02_node_024,size_047_star_02,47,star
size_047_star_02_node_001,size_047_star_02_node_025,size_047_star_02,47,star
size_047_star_02_node_001,size_047_star_02_node_026,size_047_star_02,47,star
size_047_star_02_node_001,size_047_star_02_node_027,size_047_star_02,47,star
size_047_star_02_node_001,size_047_star_02_node_028,size_047_star_02,47,star
size_047_star_02_node_001,size_047_star_02_node_029,size_047_star_02,47,star
size_047_star_02_node_001,size_047_star_02_node_030,size_047_star_02,47,star
size_047_star_02_node_001,size_047_star_02_node_031,size_047_star_02,47,star
size_047_star_02_node_001,size_047_star_02_node_032,size_047_star_02,47,star
size_047_star_02_node_001,size_047_star_02_node_033,size_047_star_02,47,star
size_047_star_02_node_001,size_047_star_02_node_034,size_047_star_02,47,star
size_047_star_02_node_001,size_047_star_02_node_035,size_047_star_02,47,star
size_047_star_02_node_001,size_047_star_02_node_036,size_047_star_02,47,star
size_047_star_02_node_001,size_047_star_02_node_037,size_047_star_02,47,star
size_047_star_02_node_001,size_047_star_02_node_038,size_047_star_02,47,star
size_047_star_02_node_001,size_047_star_02_node_039,size_047_star_02,47,star
size_047_star_02_node_001,size_047_star_02_node_040,size_047_star_02,47,star
size_047_star_02_node_001,size_047_star_02_node_041,size_047_star_02,47,star
size_047_star_02_node_001,size_047_star_02_node_042,size_047_star_02,47,star
size_047_star_02_node_001,size_047_star_02_node_043,size_047_star_02,47,star
size_047_star_02_node_001,size_047_star_02_node_044,size_047_star_02,47,star
size_047_star_02_node_001,size_047_star_02_node_045,size_047_star_02,47,star
size_047_star_02_node_001,size_047_star_02_node_046,size_047_star_02,47,star
size_047_star_02_node_001,size_047_star_02_node_047,size_047_star_02,47,star
size_047_cycle_03_node_001,size_047_cycle_03_node_002,size_047_cycle_03,47,cycle
size_047_cycle_03_node_002,size_047_cycle_03_node_003,size_047_cycle_03,47,cycle
size_047_cycle_03_node_003,size_047_cycle_03_node_004,size_047_cycle_03,47,cycle
size_047_cycle_03_node_004,size_047_cycle_03_node_005,size_047_cycle_03,47,cycle
size_047_cycle_03_node_005,size_047_cycle_03_node_006,size_047_cycle_03,47,cycle
size_047_cycle_03_node_006,size_047_cycle_03_node_007,size_047_cycle_03,47,cycle
size_047_cycle_03_node_007,size_047_cycle_03_node_008,size_047_cycle_03,47,cycle
size_047_cycle_03_node_008,size_047_cycle_03_node_009,size_047_cycle_03,47,cycle
size_047_cycle_03_node_009,size_047_cycle_03_node_010,size_047_cycle_03,47,cycle
size_047_cycle_03_node_010,size_047_cycle_03_node_011,size_047_cycle_03,47,cycle
size_047_cycle_03_node_011,size_047_cycle_03_node_012,size_047_cycle_03,47,cycle
size_047_cycle_03_node_012,size_047_cycle_03_node_013,size_047_cycle_03,47,cycle
size_047_cycle_03_node_013,size_047_cycle_03_node_014,size_047_cycle_03,47,cycle
size_047_cycle_03_node_014,size_047_cycle_03_node_015,size_047_cycle_03,47,cycle
size_047_cycle_03_node_015,size_047_cycle_03_node_016,size_047_cycle_03,47,cycle
size_047_cycle_03_node_016,size_047_cycle_03_node_017,size_047_cycle_03,47,cycle
size_047_cycle_03_node_017,size_047_cycle_03_node_018,size_047_cycle_03,47,cycle
size_047_cycle_03_node_018,size_047_cycle_03_node_019,size_047_cycle_03,47,cycle
size_047_cycle_03_node_019,size_047_cycle_03_node_020,size_047_cycle_03,47,cycle
size_047_cycle_03_node_020,size_047_cycle_03_node_021,size_047_cycle_03,47,cycle
size_047_cycle_03_node_021,size_047_cycle_03_node_022,size_047_cycle_03,47,cycle
size_047_cycle_03_node_022,size_047_cycle_03_node_023,size_047_cycle_03,47,cycle
size_047_cycle_03_node_023,size_047_cycle_03_node_024,size_047_cycle_03,47,cycle
size_047_cycle_03_node_024,size_047_cycle_03_node_025,size_047_cycle_03,47,cycle
size_047_cycle_03_node_025,size_047_cycle_03_node_026,size_047_cycle_03,47,cycle
size_047_cycle_03_node_026,size_047_cycle_03_node_027,size_047_cycle_03,47,cycle
size_047_cycle_03_node_027,size_047_cycle_03_node_028,size_047_cycle_03,47,cycle
size_047_cycle_03_node_028,size_047_cycle_03_node_029,size_047_cycle_03,47,cycle
size_047_cycle_03_node_029,size_047_cycle_03_node_030,size_047_cycle_03,47,cycle
size_047_cycle_03_node_030,size_047_cycle_03_node_031,size_047_cycle_03,47,cycle
size_047_cycle_03_node_031,size_047_cycle_03_node_032,size_047_cycle_03,47,cycle
size_047_cycle_03_node_032,size_047_cycle_03_node_033,size_047_cycle_03,47,cycle
size_047_cycle_03_node_033,size_047_cycle_03_node_034,size_047_cycle_03,47,cycle
size_047_cycle_03_node_034,size_047_cycle_03_node_035,size_047_cycle_03,47,cycle
size_047_cycle_03_node_035,size_047_cycle_03_node_036,size_047_cycle_03,47,cycle
size_047_cycle_03_node_036,size_047_cycle_03_node_037,size_047_cycle_03,47,cycle
size_047_cycle_03_node_037,size_047_cycle_03_node_038,size_047_cycle_03,47,cycle
size_047_cycle_03_node_038,size_047_cycle_03_node_039,size_047_cycle_03,47,cycle
size_047_cycle_03_node_039,size_047_cycle_03_node_040,size_047_cycle_03,47,cycle
size_047_cycle_03_node_040,size_047_cycle_03_node_041,size_047_cycle_03,47,cycle
size_047_cycle_03_node_041,size_047_cycle_03_node_042,size_047_cycle_03,47,cycle
size_047_cycle_03_node_042,size_047_cycle_03_node_043,size_047_cycle_03,47,cycle
size_047_cycle_03_node_043,size_047_cycle_03_node_044,size_047_cycle_03,47,cycle
size_047_cycle_03_node_044,size_047_cycle_03_node_045,size_047_cycle_03,47,cycle
size_047_cycle_03_node_045,size_047_cycle_03_node_046,size_047_cycle_03,47,cycle
size_047_cycle_03_node_046,size_047_cycle_03_node_047,size_047_cycle_03,47,cycle
size_047_cycle_03_node_047,size_047_cycle_03_node_001,size_047_cycle_03,47,cycle
size_047_binary_tree_04_node_001,size_047_binary_tree_04_node_002,size_047_binary_tree_04,47,binary_tree
size_047_binary_tree_04_node_001,size_047_binary_tree_04_node_003,size_047_binary_tree_04,47,binary_tree
size_047_binary_tree_04_node_002,size_047_binary_tree_04_node_004,size_047_binary_tree_04,47,binary_tree
size_047_binary_tree_04_node_002,size_047_binary_tree_04_node_005,size_047_binary_tree_04,47,binary_tree
size_047_binary_tree_04_node_003,size_047_binary_tree_04_node_006,size_047_binary_tree_04,47,binary_tree
size_047_binary_tree_04_node_003,size_047_binary_tree_04_node_007,size_047_binary_tree_04,47,binary_tree
size_047_binary_tree_04_node_004,size_047_binary_tree_04_node_008,size_047_binary_tree_04,47,binary_tree
size_047_binary_tree_04_node_004,size_047_binary_tree_04_node_009,size_047_binary_tree_04,47,binary_tree
size_047_binary_tree_04_node_005,size_047_binary_tree_04_node_010,size_047_binary_tree_04,47,binary_tree
size_047_binary_tree_04_node_005,size_047_binary_tree_04_node_011,size_047_binary_tree_04,47,binary_tree
size_047_binary_tree_04_node_006,size_047_binary_tree_04_node_012,size_047_binary_tree_04,47,binary_tree
size_047_binary_tree_04_node_006,size_047_binary_tree_04_node_013,size_047_binary_tree_04,47,binary_tree
size_047_binary_tree_04_node_007,size_047_binary_tree_04_node_014,size_047_binary_tree_04,47,binary_tree
size_047_binary_tree_04_node_007,size_047_binary_tree_04_node_015,size_047_binary_tree_04,47,binary_tree
size_047_binary_tree_04_node_008,size_047_binary_tree_04_node_016,size_047_binary_tree_04,47,binary_tree
size_047_binary_tree_04_node_008,size_047_binary_tree_04_node_017,size_047_binary_tree_04,47,binary_tree
size_047_binary_tree_04_node_009,size_047_binary_tree_04_node_018,size_047_binary_tree_04,47,binary_tree
size_047_binary_tree_04_node_009,size_047_binary_tree_04_node_019,size_047_binary_tree_04,47,binary_tree
size_047_binary_tree_04_node_010,size_047_binary_tree_04_node_020,size_047_binary_tree_04,47,binary_tree
size_047_binary_tree_04_node_010,size_047_binary_tree_04_node_021,size_047_binary_tree_04,47,binary_tree
size_047_binary_tree_04_node_011,size_047_binary_tree_04_node_022,size_047_binary_tree_04,47,binary_tree
size_047_binary_tree_04_node_011,size_047_binary_tree_04_node_023,size_047_binary_tree_04,47,binary_tree
size_047_binary_tree_04_node_012,size_047_binary_tree_04_node_024,size_047_binary_tree_04,47,binary_tree
size_047_binary_tree_04_node_012,size_047_binary_tree_04_node_025,size_047_binary_tree_04,47,binary_tree
size_047_binary_tree_04_node_013,size_047_binary_tree_04_node_026,size_047_binary_tree_04,47,binary_tree
size_047_binary_tree_04_node_013,size_047_binary_tree_04_node_027,size_047_binary_tree_04,47,binary_tree
size_047_binary_tree_04_node_014,size_047_binary_tree_04_node_028,size_047_binary_tree_04,47,binary_tree
size_047_binary_tree_04_node_014,size_047_binary_tree_04_node_029,size_047_binary_tree_04,47,binary_tree
size_047_binary_tree_04_node_015,size_047_binary_tree_04_node_030,size_047_binary_tree_04,47,binary_tree
size_047_binary_tree_04_node_015,size_047_binary_tree_04_node_031,size_047_binary_tree_04,47,binary_tree
size_047_binary_tree_04_node_016,size_047_binary_tree_04_node_032,size_047_binary_tree_04,47,binary_tree
size_047_binary_tree_04_node_016,size_047_binary_tree_04_node_033,size_047_binary_tree_04,47,binary_tree
size_047_binary_tree_04_node_017,size_047_binary_tree_04_node_034,size_047_binary_tree_04,47,binary_tree
size_047_binary_tree_04_node_017,size_047_binary_tree_04_node_035,size_047_binary_tree_04,47,binary_tree
size_047_binary_tree_04_node_018,size_047_binary_tree_04_node_036,size_047_binary_tree_04,47,binary_tree
size_047_binary_tree_04_node_018,size_047_binary_tree_04_node_037,size_047_binary_tree_04,47,binary_tree
size_047_binary_tree_04_node_019,size_047_binary_tree_04_node_038,size_047_binary_tree_04,47,binary_tree
size_047_binary_tree_04_node_019,size_047_binary_tree_04_node_039,size_047_binary_tree_04,47,binary_tree
size_047_binary_tree_04_node_020,size_047_binary_tree_04_node_040,size_047_binary_tree_04,47,binary_tree
size_047_binary_tree_04_node_020,size_047_binary_tree_04_node_041,size_047_binary_tree_04,47,binary_tree
size_047_binary_tree_04_node_021,size_047_binary_tree_04_node_042,size_047_binary_tree_04,47,binary_tree
size_047_binary_tree_04_node_021,size_047_binary_tree_04_node_043,size_047_binary_tree_04,47,binary_tree
size_047_binary_tree_04_node_022,size_047_binary_tree_04_node_044,size_047_binary_tree_04,47,binary_tree
size_047_binary_tree_04_node_022,size_047_binary_tree_04_node_045,size_047_binary_tree_04,47,binary_tree
size_047_binary_tree_04_node_023,size_047_binary_tree_04_node_046,size_047_binary_tree_04,47,binary_tree
size_047_binary_tree_04_node_023,size_047_binary_tree_04_node_047,size_047_binary_tree_04,47,binary_tree
size_048_chain_01_node_001,size_048_chain_01_node_002,size_048_chain_01,48,chain
size_048_chain_01_node_002,size_048_chain_01_node_003,size_048_chain_01,48,chain
size_048_chain_01_node_003,size_048_chain_01_node_004,size_048_chain_01,48,chain
size_048_chain_01_node_004,size_048_chain_01_node_005,size_048_chain_01,48,chain
size_048_chain_01_node_005,size_048_chain_01_node_006,size_048_chain_01,48,chain
size_048_chain_01_node_006,size_048_chain_01_node_007,size_048_chain_01,48,chain
size_048_chain_01_node_007,size_048_chain_01_node_008,size_048_chain_01,48,chain
size_048_chain_01_node_008,size_048_chain_01_node_009,size_048_chain_01,48,chain
size_048_chain_01_node_009,size_048_chain_01_node_010,size_048_chain_01,48,chain
size_048_chain_01_node_010,size_048_chain_01_node_011,size_048_chain_01,48,chain
size_048_chain_01_node_011,size_048_chain_01_node_012,size_048_chain_01,48,chain
size_048_chain_01_node_012,size_048_chain_01_node_013,size_048_chain_01,48,chain
size_048_chain_01_node_013,size_048_chain_01_node_014,size_048_chain_01,48,chain
size_048_chain_01_node_014,size_048_chain_01_node_015,size_048_chain_01,48,chain
size_048_chain_01_node_015,size_048_chain_01_node_016,size_048_chain_01,48,chain
size_048_chain_01_node_016,size_048_chain_01_node_017,size_048_chain_01,48,chain
size_048_chain_01_node_017,size_048_chain_01_node_018,size_048_chain_01,48,chain
size_048_chain_01_node_018,size_048_chain_01_node_019,size_048_chain_01,48,chain
size_048_chain_01_node_019,size_048_chain_01_node_020,size_048_chain_01,48,chain
size_048_chain_01_node_020,size_048_chain_01_node_021,size_048_chain_01,48,chain
size_048_chain_01_node_021,size_048_chain_01_node_022,size_048_chain_01,48,chain
size_048_chain_01_node_022,size_048_chain_01_node_023,size_048_chain_01,48,chain
size_048_chain_01_node_023,size_048_chain_01_node_024,size_048_chain_01,48,chain
size_048_chain_01_node_024,size_048_chain_01_node_025,size_048_chain_01,48,chain
size_048_chain_01_node_025,size_048_chain_01_node_026,size_048_chain_01,48,chain
size_048_chain_01_node_026,size_048_chain_01_node_027,size_048_chain_01,48,chain
size_048_chain_01_node_027,size_048_chain_01_node_028,size_048_chain_01,48,chain
size_048_chain_01_node_028,size_048_chain_01_node_029,size_048_chain_01,48,chain
size_048_chain_01_node_029,size_048_chain_01_node_030,size_048_chain_01,48,chain
size_048_chain_01_node_030,size_048_chain_01_node_031,size_048_chain_01,48,chain
size_048_chain_01_node_031,size_048_chain_01_node_032,size_048_chain_01,48,chain
size_048_chain_01_node_032,size_048_chain_01_node_033,size_048_chain_01,48,chain
size_048_chain_01_node_033,size_048_chain_01_node_034,size_048_chain_01,48,chain
size_048_chain_01_node_034,size_048_chain_01_node_035,size_048_chain_01,48,chain
size_048_chain_01_node_035,size_048_chain_01_node_036,size_048_chain_01,48,chain
size_048_chain_01_node_036,size_048_chain_01_node_037,size_048_chain_01,48,chain
size_048_chain_01_node_037,size_048_chain_01_node_038,size_048_chain_01,48,chain
size_048_chain_01_node_038,size_048_chain_01_node_039,size_048_chain_01,48,chain
size_048_chain_01_node_039,size_048_chain_01_node_040,size_048_chain_01,48,chain
size_048_chain_01_node_040,size_048_chain_01_node_041,size_048_chain_01,48,chain
size_048_chain_01_node_041,size_048_chain_01_node_042,size_048_chain_01,48,chain
size_048_chain_01_node_042,size_048_chain_01_node_043,size_048_chain_01,48,chain
size_048_chain_01_node_043,size_048_chain_01_node_044,size_048_chain_01,48,chain
size_048_chain_01_node_044,size_048_chain_01_node_045,size_048_chain_01,48,chain
size_048_chain_01_node_045,size_048_chain_01_node_046,size_048_chain_01,48,chain
size_048_chain_01_node_046,size_048_chain_01_node_047,size_048_chain_01,48,chain
size_048_chain_01_node_047,size_048_chain_01_node_048,size_048_chain_01,48,chain
size_048_star_02_node_001,size_048_star_02_node_002,size_048_star_02,48,star
size_048_star_02_node_001,size_048_star_02_node_003,size_048_star_02,48,star
size_048_star_02_node_001,size_048_star_02_node_004,size_048_star_02,48,star
size_048_star_02_node_001,size_048_star_02_node_005,size_048_star_02,48,star
size_048_star_02_node_001,size_048_star_02_node_006,size_048_star_02,48,star
size_048_star_02_node_001,size_048_star_02_node_007,size_048_star_02,48,star
size_048_star_02_node_001,size_048_star_02_node_008,size_048_star_02,48,star
size_048_star_02_node_001,size_048_star_02_node_009,size_048_star_02,48,star
size_048_star_02_node_001,size_048_star_02_node_010,size_048_star_02,48,star
size_048_star_02_node_001,size_048_star_02_node_011,size_048_star_02,48,star
size_048_star_02_node_001,size_048_star_02_node_012,size_048_star_02,48,star
size_048_star_02_node_001,size_048_star_02_node_013,size_048_star_02,48,star
size_048_star_02_node_001,size_048_star_02_node_014,size_048_star_02,48,star
size_048_star_02_node_001,size_048_star_02_node_015,size_048_star_02,48,star
size_048_star_02_node_001,size_048_star_02_node_016,size_048_star_02,48,star
size_048_star_02_node_001,size_048_star_02_node_017,size_048_star_02,48,star
size_048_star_02_node_001,size_048_star_02_node_018,size_048_star_02,48,star
size_048_star_02_node_001,size_048_star_02_node_019,size_048_star_02,48,star
size_048_star_02_node_001,size_048_star_02_node_020,size_048_star_02,48,star
size_048_star_02_node_001,size_048_star_02_node_021,size_048_star_02,48,star
size_048_star_02_node_001,size_048_star_02_node_022,size_048_star_02,48,star
size_048_star_02_node_001,size_048_star_02_node_023,size_048_star_02,48,star
size_048_star_02_node_001,size_048_star_02_node_024,size_048_star_02,48,star
size_048_star_02_node_001,size_048_star_02_node_025,size_048_star_02,48,star
size_048_star_02_node_001,size_048_star_02_node_026,size_048_star_02,48,star
size_048_star_02_node_001,size_048_star_02_node_027,size_048_star_02,48,star
size_048_star_02_node_001,size_048_star_02_node_028,size_048_star_02,48,star
size_048_star_02_node_001,size_048_star_02_node_029,size_048_star_02,48,star
size_048_star_02_node_001,size_048_star_02_node_030,size_048_star_02,48,star
size_048_star_02_node_001,size_048_star_02_node_031,size_048_star_02,48,star
size_048_star_02_node_001,size_048_star_02_node_032,size_048_star_02,48,star
size_048_star_02_node_001,size_048_star_02_node_033,size_048_star_02,48,star
size_048_star_02_node_001,size_048_star_02_node_034,size_048_star_02,48,star
size_048_star_02_node_001,size_048_star_02_node_035,size_048_star_02,48,star
size_048_star_02_node_001,size_048_star_02_node_036,size_048_star_02,48,star
size_048_star_02_node_001,size_048_star_02_node_037,size_048_star_02,48,star
size_048_star_02_node_001,size_048_star_02_node_038,size_048_star_02,48,star
size_048_star_02_node_001,size_048_star_02_node_039,size_048_star_02,48,star
size_048_star_02_node_001,size_048_star_02_node_040,size_048_star_02,48,star
size_048_star_02_node_001,size_048_star_02_node_041,size_048_star_02,48,star
size_048_star_02_node_001,size_048_star_02_node_042,size_048_star_02,48,star
size_048_star_02_node_001,size_048_star_02_node_043,size_048_star_02,48,star
size_048_star_02_node_001,size_048_star_02_node_044,size_048_star_02,48,star
size_048_star_02_node_001,size_048_star_02_node_045,size_048_star_02,48,star
size_048_star_02_node_001,size_048_star_02_node_046,size_048_star_02,48,star
size_048_star_02_node_001,size_048_star_02_node_047,size_048_star_02,48,star
size_048_star_02_node_001,size_048_star_02_node_048,size_048_star_02,48,star
size_048_cycle_03_node_001,size_048_cycle_03_node_002,size_048_cycle_03,48,cycle
size_048_cycle_03_node_002,size_048_cycle_03_node_003,size_048_cycle_03,48,cycle
size_048_cycle_03_node_003,size_048_cycle_03_node_004,size_048_cycle_03,48,cycle
size_048_cycle_03_node_004,size_048_cycle_03_node_005,size_048_cycle_03,48,cycle
size_048_cycle_03_node_005,size_048_cycle_03_node_006,size_048_cycle_03,48,cycle
size_048_cycle_03_node_006,size_048_cycle_03_node_007,size_048_cycle_03,48,cycle
size_048_cycle_03_node_007,size_048_cycle_03_node_008,size_048_cycle_03,48,cycle
size_048_cycle_03_node_008,size_048_cycle_03_node_009,size_048_cycle_03,48,cycle
size_048_cycle_03_node_009,size_048_cycle_03_node_010,size_048_cycle_03,48,cycle
size_048_cycle_03_node_010,size_048_cycle_03_node_011,size_048_cycle_03,48,cycle
size_048_cycle_03_node_011,size_048_cycle_03_node_012,size_048_cycle_03,48,cycle
size_048_cycle_03_node_012,size_048_cycle_03_node_013,size_048_cycle_03,48,cycle
size_048_cycle_03_node_013,size_048_cycle_03_node_014,size_048_cycle_03,48,cycle
size_048_cycle_03_node_014,size_048_cycle_03_node_015,size_048_cycle_03,48,cycle
size_048_cycle_03_node_015,size_048_cycle_03_node_016,size_048_cycle_03,48,cycle
size_048_cycle_03_node_016,size_048_cycle_03_node_017,size_048_cycle_03,48,cycle
size_048_cycle_03_node_017,size_048_cycle_03_node_018,size_048_cycle_03,48,cycle
size_048_cycle_03_node_018,size_048_cycle_03_node_019,size_048_cycle_03,48,cycle
size_048_cycle_03_node_019,size_048_cycle_03_node_020,size_048_cycle_03,48,cycle
size_048_cycle_03_node_020,size_048_cycle_03_node_021,size_048_cycle_03,48,cycle
size_048_cycle_03_node_021,size_048_cycle_03_node_022,size_048_cycle_03,48,cycle
size_048_cycle_03_node_022,size_048_cycle_03_node_023,size_048_cycle_03,48,cycle
size_048_cycle_03_node_023,size_048_cycle_03_node_024,size_048_cycle_03,48,cycle
size_048_cycle_03_node_024,size_048_cycle_03_node_025,size_048_cycle_03,48,cycle
size_048_cycle_03_node_025,size_048_cycle_03_node_026,size_048_cycle_03,48,cycle
size_048_cycle_03_node_026,size_048_cycle_03_node_027,size_048_cycle_03,48,cycle
size_048_cycle_03_node_027,size_048_cycle_03_node_028,size_048_cycle_03,48,cycle
size_048_cycle_03_node_028,size_048_cycle_03_node_029,size_048_cycle_03,48,cycle
size_048_cycle_03_node_029,size_048_cycle_03_node_030,size_048_cycle_03,48,cycle
size_048_cycle_03_node_030,size_048_cycle_03_node_031,size_048_cycle_03,48,cycle
size_048_cycle_03_node_031,size_048_cycle_03_node_032,size_048_cycle_03,48,cycle
size_048_cycle_03_node_032,size_048_cycle_03_node_033,size_048_cycle_03,48,cycle
size_048_cycle_03_node_033,size_048_cycle_03_node_034,size_048_cycle_03,48,cycle
size_048_cycle_03_node_034,size_048_cycle_03_node_035,size_048_cycle_03,48,cycle
size_048_cycle_03_node_035,size_048_cycle_03_node_036,size_048_cycle_03,48,cycle
size_048_cycle_03_node_036,size_048_cycle_03_node_037,size_048_cycle_03,48,cycle
size_048_cycle_03_node_037,size_048_cycle_03_node_038,size_048_cycle_03,48,cycle
size_048_cycle_03_node_038,size_048_cycle_03_node_039,size_048_cycle_03,48,cycle
size_048_cycle_03_node_039,size_048_cycle_03_node_040,size_048_cycle_03,48,cycle
size_048_cycle_03_node_040,size_048_cycle_03_node_041,size_048_cycle_03,48,cycle
size_048_cycle_03_node_041,size_048_cycle_03_node_042,size_048_cycle_03,48,cycle
size_048_cycle_03_node_042,size_048_cycle_03_node_043,size_048_cycle_03,48,cycle
size_048_cycle_03_node_043,size_048_cycle_03_node_044,size_048_cycle_03,48,cycle
size_048_cycle_03_node_044,size_048_cycle_03_node_045,size_048_cycle_03,48,cycle
size_048_cycle_03_node_045,size_048_cycle_03_node_046,size_048_cycle_03,48,cycle
size_048_cycle_03_node_046,size_048_cycle_03_node_047,size_048_cycle_03,48,cycle
size_048_cycle_03_node_047,size_048_cycle_03_node_048,size_048_cycle_03,48,cycle
size_048_cycle_03_node_048,size_048_cycle_03_node_001,size_048_cycle_03,48,cycle
size_048_binary_tree_04_node_001,size_048_binary_tree_04_node_002,size_048_binary_tree_04,48,binary_tree
size_048_binary_tree_04_node_001,size_048_binary_tree_04_node_003,size_048_binary_tree_04,48,binary_tree
size_048_binary_tree_04_node_002,size_048_binary_tree_04_node_004,size_048_binary_tree_04,48,binary_tree
size_048_binary_tree_04_node_002,size_048_binary_tree_04_node_005,size_048_binary_tree_04,48,binary_tree
size_048_binary_tree_04_node_003,size_048_binary_tree_04_node_006,size_048_binary_tree_04,48,binary_tree
size_048_binary_tree_04_node_003,size_048_binary_tree_04_node_007,size_048_binary_tree_04,48,binary_tree
size_048_binary_tree_04_node_004,size_048_binary_tree_04_node_008,size_048_binary_tree_04,48,binary_tree
size_048_binary_tree_04_node_004,size_048_binary_tree_04_node_009,size_048_binary_tree_04,48,binary_tree
size_048_binary_tree_04_node_005,size_048_binary_tree_04_node_010,size_048_binary_tree_04,48,binary_tree
size_048_binary_tree_04_node_005,size_048_binary_tree_04_node_011,size_048_binary_tree_04,48,binary_tree
size_048_binary_tree_04_node_006,size_048_binary_tree_04_node_012,size_048_binary_tree_04,48,binary_tree
size_048_binary_tree_04_node_006,size_048_binary_tree_04_node_013,size_048_binary_tree_04,48,binary_tree
size_048_binary_tree_04_node_007,size_048_binary_tree_04_node_014,size_048_binary_tree_04,48,binary_tree
size_048_binary_tree_04_node_007,size_048_binary_tree_04_node_015,size_048_binary_tree_04,48,binary_tree
size_048_binary_tree_04_node_008,size_048_binary_tree_04_node_016,size_048_binary_tree_04,48,binary_tree
size_048_binary_tree_04_node_008,size_048_binary_tree_04_node_017,size_048_binary_tree_04,48,binary_tree
size_048_binary_tree_04_node_009,size_048_binary_tree_04_node_018,size_048_binary_tree_04,48,binary_tree
size_048_binary_tree_04_node_009,size_048_binary_tree_04_node_019,size_048_binary_tree_04,48,binary_tree
size_048_binary_tree_04_node_010,size_048_binary_tree_04_node_020,size_048_binary_tree_04,48,binary_tree
size_048_binary_tree_04_node_010,size_048_binary_tree_04_node_021,size_048_binary_tree_04,48,binary_tree
size_048_binary_tree_04_node_011,size_048_binary_tree_04_node_022,size_048_binary_tree_04,48,binary_tree
size_048_binary_tree_04_node_011,size_048_binary_tree_04_node_023,size_048_binary_tree_04,48,binary_tree
size_048_binary_tree_04_node_012,size_048_binary_tree_04_node_024,size_048_binary_tree_04,48,binary_tree
size_048_binary_tree_04_node_012,size_048_binary_tree_04_node_025,size_048_binary_tree_04,48,binary_tree
size_048_binary_tree_04_node_013,size_048_binary_tree_04_node_026,size_048_binary_tree_04,48,binary_tree
size_048_binary_tree_04_node_013,size_048_binary_tree_04_node_027,size_048_binary_tree_04,48,binary_tree
size_048_binary_tree_04_node_014,size_048_binary_tree_04_node_028,size_048_binary_tree_04,48,binary_tree
size_048_binary_tree_04_node_014,size_048_binary_tree_04_node_029,size_048_binary_tree_04,48,binary_tree
size_048_binary_tree_04_node_015,size_048_binary_tree_04_node_030,size_048_binary_tree_04,48,binary_tree
size_048_binary_tree_04_node_015,size_048_binary_tree_04_node_031,size_048_binary_tree_04,48,binary_tree
size_048_binary_tree_04_node_016,size_048_binary_tree_04_node_032,size_048_binary_tree_04,48,binary_tree
size_048_binary_tree_04_node_016,size_048_binary_tree_04_node_033,size_048_binary_tree_04,48,binary_tree
size_048_binary_tree_04_node_017,size_048_binary_tree_04_node_034,size_048_binary_tree_04,48,binary_tree
size_048_binary_tree_04_node_017,size_048_binary_tree_04_node_035,size_048_binary_tree_04,48,binary_tree
size_048_binary_tree_04_node_018,size_048_binary_tree_04_node_036,size_048_binary_tree_04,48,binary_tree
size_048_binary_tree_04_node_018,size_048_binary_tree_04_node_037,size_048_binary_tree_04,48,binary_tree
size_048_binary_tree_04_node_019,size_048_binary_tree_04_node_038,size_048_binary_tree_04,48,binary_tree
size_048_binary_tree_04_node_019,size_048_binary_tree_04_node_039,size_048_binary_tree_04,48,binary_tree
size_048_binary_tree_04_node_020,size_048_binary_tree_04_node_040,size_048_binary_tree_04,48,binary_tree
size_048_binary_tree_04_node_020,size_048_binary_tree_04_node_041,size_048_binary_tree_04,48,binary_tree
size_048_binary_tree_04_node_021,size_048_binary_tree_04_node_042,size_048_binary_tree_04,48,binary_tree
size_048_binary_tree_04_node_021,size_048_binary_tree_04_node_043,size_048_binary_tree_04,48,binary_tree
size_048_binary_tree_04_node_022,size_048_binary_tree_04_node_044,size_048_binary_tree_04,48,binary_tree
size_048_binary_tree_04_node_022,size_048_binary_tree_04_node_045,size_048_binary_tree_04,48,binary_tree
